78,31
85,32
84,33
87,34
91,37
73,28
74,29
82,32
84,32
79,31
83,32
87,35
89,34
76,33
77,32
79,31
84,31
82,29
83,34
81,33
89,33
72,27
82,32
91,36
74,31
78,32
